strain,name,accession,date,region,location,authors,sample_type,reads_or_assemblies
TPA_HUN190011,SS14,ERR5207023,2019-XX-XX,Europe,hungary,Beale_2021,Clinical_Swab,reads
TPA_HUN180001,SS14,ERR5207013,2018-XX-XX,Europe,hungary,Beale_2021,Clinical_Swab,reads
TPA_HUN190014,SS14,ERR5207024,2019-XX-XX,Europe,hungary,Beale_2021,Clinical_Swab,reads
TPA_HUN190009,SS14,ERR5210564,2019-XX-XX,Europe,hungary,Beale_2021,Clinical_Swab,reads
TPA_HUN180005,SS14,ERR5207021,2018-XX-XX,Europe,hungary,Beale_2021,Clinical_Swab,reads
TPA_HUN190015,SS14,ERR5210566,2019-XX-XX,Europe,hungary,Beale_2021,Clinical_Swab,reads
TPA_HUN190016,SS14,ERR5210573,2019-XX-XX,Europe,hungary,Beale_2021,Clinical_Swab,reads
TPA_HUN190017,SS14,ERR5207015,2019-XX-XX,Europe,hungary,Beale_2021,Clinical_Swab,reads
TPA_HUN190018,SS14,ERR5207016,2019-XX-XX,Europe,hungary,Beale_2021,Clinical_Swab,reads
TPA_OMI002,SS14,ERR4853631,2018-XX-XX,Europe,uk,Beale_2021,Clinical_Swab,reads
TPA_OMI006,SS14,ERR5207008,2018-XX-XX,Europe,uk,Beale_2021,Clinical_Swab,reads
TPA_OMI015,SS14,ERR4899216,2017-XX-XX,Europe,uk,Beale_2021,Clinical_Swab,reads
TPA_OMI022,SS14,ERR5207009,2018-XX-XX,Europe,uk,Beale_2021,Clinical_Swab,reads
TPA_OMI029,SS14,ERR5207011,2017-XX-XX,Europe,uk,Beale_2021,Clinical_Swab,reads
TPA_OMI033,SS14,ERR5207010,2017-XX-XX,Europe,uk,Beale_2021,Clinical_Swab,reads
TPA_OMI075,SS14,ERR4899243,2017-XX-XX,Europe,uk,Beale_2021,Clinical_Swab,reads
TPA_RUS_Tuva-26,SS14,ERR5207034,2013-XX-XX,Asia,russia,Beale_2021,Clinical_Swab,reads
TPA_RUS_Tuva-39,SS14,ERR5207026,2014-XX-XX,Asia,russia,Beale_2021,Clinical_Swab,reads
TPA_RUS_Tuva-41,SS14,ERR5207019,2014-XX-XX,Asia,russia,Beale_2021,Clinical_Swab,reads
TPA_RUS_Tuva-49,SS14,ERR5210575,2014-XX-XX,Asia,russia,Beale_2021,Clinical_Swab,reads
TPA_RUS_Tuva-54,SS14,ERR5210577,2014-XX-XX,Asia,russia,Beale_2021,Clinical_Swab,reads
TPA_RUS_Tuva-58,SS14,ERR5207027,2014-XX-XX,Asia,russia,Beale_2021,Clinical_Swab,reads
TPA_RUS_Tuva-59,SS14,ERR5207029,2014-XX-XX,Asia,russia,Beale_2021,Clinical_Swab,reads
TPA_RUS_Tuva-61,SS14,ERR5210568,2014-XX-XX,Asia,russia,Beale_2021,Clinical_Swab,reads
TPA_RUS_Tuva-62,SS14,ERR5210576,2014-XX-XX,Asia,russia,Beale_2021,Clinical_Swab,reads
TPA_RUS_Tuva-67,SS14,ERR5207028,2014-XX-XX,Asia,russia,Beale_2021,Clinical_Swab,reads
TPA_SWE-1352,SS14,ERR5210580,2019-XX-XX,Europe,sweden,Beale_2021,Clinical_Swab,reads
TPA_SWE-2189,SS14,ERR5207032,2019-XX-XX,Europe,sweden,Beale_2021,Clinical_Swab,reads
TPA_SWE-467,SS14,ERR5210569,2019-XX-XX,Europe,sweden,Beale_2021,Clinical_Swab,reads
TPA_SWE-507,SS14,ERR5210578,2019-XX-XX,Europe,sweden,Beale_2021,Clinical_Swab,reads
TPA_SWE-575,SS14,ERR5207030,2019-XX-XX,Europe,sweden,Beale_2021,Clinical_Swab,reads
TPA_SWE-662,SS14,ERR5210579,2019-XX-XX,Europe,sweden,Beale_2021,Clinical_Swab,reads
TPA_SWE-996,SS14,ERR5207031,2019-XX-XX,Europe,sweden,Beale_2021,Clinical_Swab,reads
TPA_UKBIR005,SS14,ERR4899208,2018-XX-XX,Europe,uk,Beale_2021,Clinical_Swab,reads
TPA_UKBIR026,SS14,ERR4899224,2018-XX-XX,Europe,uk,Beale_2021,Clinical_Swab,reads
TPA_UKBIR029,SS14,ERR4899225,2018-XX-XX,Europe,uk,Beale_2021,Clinical_Swab,reads
TPA_UKBIR030,SS14,ERR5207005,2018-XX-XX,Europe,uk,Beale_2021,Clinical_Swab,reads
TPA_UKBIR043,SS14,ERR4899226,2018-XX-XX,Europe,uk,Beale_2021,Clinical_Swab,reads
TPA_UKBIR049,SS14,ERR4899227,2018-XX-XX,Europe,uk,Beale_2021,Clinical_Swab,reads
TPA_UKBIR050,SS14,ERR5207006,2018-XX-XX,Europe,uk,Beale_2021,Clinical_Swab,reads
TPA_UKBIR052,SS14,ERR4853614,2018-XX-XX,Europe,uk,Beale_2021,Clinical_Swab,reads
TPA_UKBRG002,SS14,ERR4853646,2018-XX-XX,Europe,uk,Beale_2021,Clinical_Swab,reads
TPA_UKBRG004,SS14,ERR4899203,2018-XX-XX,Europe,uk,Beale_2021,Clinical_Swab,reads
TPA_UKBRG009,SS14,ERR4853606,2018-XX-XX,Europe,uk,Beale_2021,Clinical_Swab,reads
TPA_UKBRG010,SS14,ERR4853604,2018-XX-XX,Europe,uk,Beale_2021,Clinical_Swab,reads
TPA_UKBRG011,SS14,ERR5207004,2018-XX-XX,Europe,uk,Beale_2021,Clinical_Swab,reads
TPA_UKBRG012,SS14,ERR4853602,2018-XX-XX,Europe,uk,Beale_2021,Clinical_Swab,reads
TPA_UKBRG015,SS14,ERR4853683,2018-XX-XX,Europe,uk,Beale_2021,Clinical_Swab,reads
TPA_UKBRG017,SS14,ERR4853605,2018-XX-XX,Europe,uk,Beale_2021,Clinical_Swab,reads
TPA_UKBRG018,SS14,ERR4899204,2018-XX-XX,Europe,uk,Beale_2021,Clinical_Swab,reads
TPA_UKLEE004,SS14,ERR4853615,2018-XX-XX,Europe,uk,Beale_2021,Clinical_Swab,reads
TPA_UKLEE006,SS14,ERR4899228,2018-XX-XX,Europe,uk,Beale_2021,Clinical_Swab,reads
TPA_UKLEE012,SS14,ERR4899229,2018-XX-XX,Europe,uk,Beale_2021,Clinical_Swab,reads
TPA_UKMAN003,SS14,ERR4853580,2018-XX-XX,Europe,uk,Beale_2021,Clinical_Swab,reads
TPA_UKMAN008,SS14,ERR4899207,2018-XX-XX,Europe,uk,Beale_2021,Clinical_Swab,reads
TPA_UKMAN019,SS14,ERR4853610,2018-XX-XX,Europe,uk,Beale_2021,Clinical_Swab,reads
TPA_UKMAN027,SS14,ERR4853611,2018-XX-XX,Europe,uk,Beale_2021,Clinical_Swab,reads
TPA_UKMAN047,SS14,ERR4853577,2018-XX-XX,Europe,uk,Beale_2021,Clinical_Swab,reads
TPA_UKMAN049,SS14,ERR4853578,2018-XX-XX,Europe,uk,Beale_2021,Clinical_Swab,reads
TPA_UKMAN054,SS14,ERR4853579,2018-XX-XX,Europe,uk,Beale_2021,Clinical_Swab,reads
TPA_USL-BAL-2,SS14,ERR4993356,1971-XX-XX,N.America,usa,Beale_2021,rabbit inoculation,reads
TPA_USL-Grady-1,SS14,ERR4899231,1994-XX-XX,N.America,usa,Beale_2021,rabbit inoculation,reads
TPA_USL-Phil-1,SS14,ERR4899230,1987-XX-XX,N.America,usa,Beale_2021,rabbit inoculation,reads
TPA_USL-SEA-81-3,SS14,ERR4993358,1981-XX-XX,N.America,usa,Beale_2021,rabbit inoculation,reads
TPA_USL-SEA-81-8,SS14,ERR4853532,1981-XX-XX,N.America,usa,Beale_2021,rabbit inoculation,reads
TPA_USL-SEA-84-2,SS14,ERR4993359,1984-XX-XX,N.America,usa,Beale_2021,rabbit inoculation,reads
TPA_USL-SEA-87-1,SS14,ERR4853652,1987-XX-XX,N.America,usa,Beale_2021,rabbit inoculation,reads
TPA_ZIM003,SS14,ERR4899233,2015-XX-XX,Africa,zimbabwe,Beale_2021,Clinical_Swab,reads
TPA_ZIM004,SS14,ERR4899234,2015-XX-XX,Africa,zimbabwe,Beale_2021,Clinical_Swab,reads
TPA_ZIM005,SS14,ERR4853620,2015-XX-XX,Africa,zimbabwe,Beale_2021,Clinical_Swab,reads
TPA_ZIM006,SS14,ERR4899235,2015-XX-XX,Africa,zimbabwe,Beale_2021,Clinical_Swab,reads
TPA_ZIM007,SS14,ERR4899236,2015-XX-XX,Africa,zimbabwe,Beale_2021,Clinical_Swab,reads
TPA_ZIM009,SS14,ERR4899237,2015-XX-XX,Africa,zimbabwe,Beale_2021,Clinical_Swab,reads
TPA_ZIM019,SS14,ERR5207007,2015-XX-XX,Africa,zimbabwe,Beale_2021,Clinical_Swab,reads
TPA_ZIM023,SS14,ERR4899240,2015-XX-XX,Africa,zimbabwe,Beale_2021,Clinical_Swab,reads
TPA_ZIM024,SS14,ERR4899241,2015-XX-XX,Africa,zimbabwe,Beale_2021,Clinical_Swab,reads
TPA_ZIM025,SS14,ERR4853601,2015-XX-XX,Africa,zimbabwe,Beale_2021,Clinical_Swab,reads
TPA_ZIM028,SS14,ERR4853625,2015-XX-XX,Africa,zimbabwe,Beale_2021,Clinical_Swab,reads
Amoy,SS14,NZ_CP015162.1,2011-XX-XX,Asia,china,Tong_2017,low rabbit passage,assemblies
